page,productId,saleMode,discount,storeUrl,storeName,storeId,title,tradeDesc,saleUnit,logisticsDesc,productDetailUrl,displayCategoryId,price,imageUrl,starRating,productType
1,4000815368148,single-piece_sale,,//aliexpress.ru/store/5082457,Citilink Official Store,5082457,"Посудомоечная машина CANDY CDCP 6/E-07, компактная, белая, (32000978)",7 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4000815368148.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-10&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,13 690 руб.,//ae01.alicdn.com/kf/Hfb0734b225934996b99e6f9b47ec2a4dL/Dishwasher-candy-cdkp-6-E-07-compact-White-32000978-.jpeg_220x220xz.jpeg,5.0,ordinary_product
1,1005001346102981,single-piece_sale,36,//aliexpress.ru/store/5777695,DJ Fitness squad Store,5777695,AD-Mini посудомоечная машина портативная посудомоечная машина USB зарядка Кухонная мойка для фруктов и овощей очиститель воды высокого давлени...,1 продано,piece,,"//aliexpress.ru/item/1005001346102981.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-11&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"1 188,44 руб.",//ae01.alicdn.com/kf/H1c7c0da6d7c14233b179edf49839ae50h/AD-Mini-Dishwasher-Portable-Dish-Washer-USB-Charging-Kitchen-Fruit-Vegetable-Washer-High-Pressure-Water-Cleaner.jpg_220x220xz.jpg,,ordinary_product
1,4001051356807,single-piece_sale,27,//aliexpress.ru/store/5042279,A&H Store,5042279,Мини посудомоечная машина портативная посудомоечная машина USB зарядка Кухонная мойка для фруктов и овощей очиститель воды высокого давлен...,65 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4001051356807.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-12&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"1 334,08 - 1 346,54 руб.",//ae01.alicdn.com/kf/Hdb8f5d27f41f41878569a30fc8b2af7bh/Mini-Dishwasher-Portable-Dish-Washer-USB-Charging-Kitchen-Fruit-Vegetable-Washer-High-Pressure-Water-Cleaner.jpg_220x220xz.jpg,4.5,ordinary_product
1,4000910474858,single-piece_sale,20,//aliexpress.ru/store/4659008,Shop4659008 Store,4659008,Домашняя Бесплатная установка Настольная мини-посудомоечная машина высокотемпературная стерилизация интеллектуальная посудомоечная маш...,23 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4000910474858.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-13&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"13 706,78 руб.",//ae01.alicdn.com/kf/Hf8d2c28abbeb44b097457d36d9cf45c06/Home-free-installation-desktop-mini-dishwasher-high-temperature-sterilization-intelligent-dishwasher-machine-220V.jpg_220x220xz.jpg,4.4,ordinary_product
1,4001232038146,single-piece_sale,39,//aliexpress.ru/store/5973006,Device Dropshipping Store,5973006,Мини посудомоечная машина портативная посудомоечная машина USB зарядка Кухонная мойка для фруктов и овощей очиститель воды высокого давлен...,7 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4001232038146.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-14&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"1 156,51 руб.",//ae01.alicdn.com/kf/Hff062f68445c40ffaaf6759e44846f98O/Mini-Dishwasher-Portable-Dish-Washer-USB-Charging-Kitchen-Fruit-Vegetable-Washer-High-Pressure-Water-Cleaner-Green.jpg_220x220xz.jpg,5.0,ordinary_product
1,4000096237949,single-piece_sale,,//aliexpress.ru/store/1893098,Alifood Store,1893098,Настольная посудомоечная машина Мини Портативная Бесплатная установка посудомоечная машина,2 продано,piece,,"//aliexpress.ru/item/4000096237949.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-15&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"30 295,09 руб.",//ae01.alicdn.com/kf/H4d6fb63c349b48debaa514b3368b993b3/Table-top-dishwasher-mini-portable-free-installation-dishwasher.jpg_220x220xz.jpg,,ordinary_product
1,4000815374067,single-piece_sale,,//aliexpress.ru/store/5082457,Citilink Official Store,5082457,Посудомоечная машина узкая GORENJE GV52010,3 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4000815374067.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-16&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,18 910 руб.,//ae01.alicdn.com/kf/H8932f8ff1dff45dda4df9e39176bd86bS/Dishwasher-narrow-Gorenje-gv52010.jpeg_220x220xz.jpeg,,ordinary_product
1,4001025800345,single-piece_sale,16,//aliexpress.ru/store/5789654,YuHuan Major Store,5789654,"Ультразвуковая мини-мойка Oxo для фруктов и овощей, USB, портативная Быстрая Мини-мойка для бытовой раковины, маленькая посудомоечная машина",1 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4001025800345.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-17&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"2 538,09 руб.",//ae01.alicdn.com/kf/H8a952641b33f4c3ba45b4f5946405f95S/Mini-Dishwasher-Ultrasonic-Oxo-Dish-Washer-Fruit-Vegetable-USB-Portable-Fast-Mini-Wash-Machine-Household-Sink.jpg_220x220xz.jpg,,ordinary_product
1,4001137998452,single-piece_sale,15,//aliexpress.ru/store/1407349,SU SHOP Store,1407349,"Интеллектуальная Полностью Автоматическая Посудомоечная машина для домашнего стола, установка, Бесплатная Мини-сушка на воздухе, интеллек...",5 продано,piece,,"//aliexpress.ru/item/4001137998452.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-18&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"9 280,89 руб.",//ae01.alicdn.com/kf/H723bcc12c44049fd8d46ac2360d5a176j/Intelligent-full-automatic-dishwasher-domestic-desk-type-installation-free-mini-air-drying-intelligent-dishwasher.jpg_220x220xz.jpg,,ordinary_product
1,10000008522586,single-piece_sale,,//aliexpress.ru/store/5377074,HOLODILNIK RU Store,5377074,"Компактная посудомоечная машина Candy, CDCP 6/ES-07",4 продано,piece,,"//aliexpress.ru/item/10000008522586.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-19&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,15 750 руб.,//ae01.alicdn.com/kf/H5c19e37b17ac4d37ab8dd4e532193f5bQ/Compact-dishwasher-Candy-CDCP-6-ES-07.jpeg_220x220xz.jpeg,5.0,ordinary_product
1,10000010067478,single-piece_sale,,//aliexpress.ru/store/5440242,HOMSAIR HOMSAIR Store,5440242,Посудомоечная машина HOMSair DW65L,2 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/10000010067478.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-20&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,21 990 руб.,//ae01.alicdn.com/kf/U881ee9aa37e14206acd969ae7ad3a3f1Q/Dishwasher-homsair-dw65l.jpg_220x220xz.jpg,5.0,ordinary_product
1,10000205329393,single-piece_sale,31,//aliexpress.ru/store/5780302,Midea-Russ Store,5780302,"Посудомоечная машина Midea MFD45S100W, отдельностоящая, Ширина 45 см, 9 комплектов и 6 программ",18 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/10000205329393.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-21&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"21 675,86 руб.",//ae01.alicdn.com/kf/H366656d54253412ea16a7f9b6212e811H/Dishwasher-for-home-and-kitchen-Major-Appliance-for-washing-tableware-45cm-Midea-MFD45S100W.png_220x220xz.png,4.9,ordinary_product
1,4000815322711,single-piece_sale,,//aliexpress.ru/store/5082457,Citilink Official Store,5082457,"Посудомоечная машина CANDY CDCP 6/ES-07, компактная, серебристая, (32000979)",5 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4000815322711.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-22&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,14 980 руб.,//ae01.alicdn.com/kf/Hd0530a3fb7c344f78ec6a0b034eb5ff5n/Dishwasher-candy-cdkp-6-es-07-compact-silver-32000979-.jpeg_220x220xz.jpeg,3.7,ordinary_product
1,4001287294980,single-piece_sale,,//aliexpress.ru/store/4697011,Bosch Official Store,4697011,Встраиваемая посудомоечная машина Bosch SPV2IKX2BR,1 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4001287294980.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-23&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,29 990 руб.,//ae01.alicdn.com/kf/H4bd169eadae9441298326cd1e8d60a09i/Integrated-dishwasher-Bosch-SPV2IKX2BR.jpeg_220x220xz.jpeg,,ordinary_product
1,4000815322704,single-piece_sale,,//aliexpress.ru/store/5082457,Citilink Official Store,5082457,Посудомоечная машина узкая HANSA ZIM 454 H,2 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4000815322704.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-24&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,24 990 руб.,//ae01.alicdn.com/kf/Hf6f3802e5f354a4787cfa077f4c298393/Dishwasher-narrow-Hansa-Zim-454-H.jpeg_220x220xz.jpeg,,ordinary_product
1,10000016904948,single-piece_sale,,//aliexpress.ru/store/5465002,TechPort Store,5465002,Посудомоечная машина DeLonghi DDW06S Lamethysta,1 продано,piece,,"//aliexpress.ru/item/10000016904948.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-25&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,26 990 руб.,//ae01.alicdn.com/kf/U4cbd24fdb8f84b0bbb0257c1f7f6043en/Dishwasher-DeLonghi-ddw06s-supplier.jpg_220x220xz.jpg,,ordinary_product
1,4000061754892,single-piece_sale,31,//aliexpress.ru/store/4507082,Feihong franchise Store,4507082,"Портативная автоматическая щетка для мытья посуды, IPX5 Водонепроницаемая водосберегающая посудомоечная машина",6 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4000061754892.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-26&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"5 732,71 руб.",//ae01.alicdn.com/kf/Hb3465e3d400e4e84b4bbfa321f3c9ce0y/Handheld-Automatic-Dish-Scrubber-Kitchen-Dishwasher-Brush-IPX5-Waterproof-Environmental-Protection-Water-Saving-Dishwasher.jpg_220x220xz.jpg,3.0,ordinary_product
1,10000079411276,single-piece_sale,,//aliexpress.ru/store/5465002,TechPort Store,5465002,Посудомоечная машина Midea MCFD55320W,1 продано,piece,,"//aliexpress.ru/item/10000079411276.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-27&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,18 990 руб.,//ae01.alicdn.com/kf/Ue1d9a081a31b45b5a259d305a90d5c4dE/Dishwasher-Midea-MCFD55320W.jpg_220x220xz.jpg,,ordinary_product
1,4001283236025,single-piece_sale,21,//aliexpress.ru/store/900245425,H-OME Appliances Store,900245425,"2 шт. мини-посудомоечные машины, мини-ультразвуковая посудомоечная машина портативное USB зарядное средство для очистки фруктов, упаковка, се...",1 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4001283236025.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-28&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"5 459,35 руб.",//ae01.alicdn.com/kf/Hc7d010ec71e342029229174d2d365d2fB/2-Pcs-Mini-Dishwashers-Mini-Ultrasonic-Dishwasher-Portable-USB-Charging-Fruit-Cleaner-estic-Packaging-Grey-Blue.jpg_220x220xz.jpg,,ordinary_product
1,4001079478424,single-piece_sale,15,//aliexpress.ru/store/1407349,SU SHOP Store,1407349,"Посудомоечная машина, полностью автоматическая Бытовая настольная маленькая дезинфекция шкафа, мини умная Встроенная посуда, мини-стираль...",2 продано,piece,,"//aliexpress.ru/item/4001079478424.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-29&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"10 657,80 руб.",//ae01.alicdn.com/kf/Hcb6c27b7a1504c048cbbe1eb504746b3r/Dishwasher-full-automatic-domestic-desktop-small-disinfection-cabinet-mini-intelligent-embedded-dishes-mini-washing-machine.png_220x220xz.png,,ordinary_product
1,10000119631417,single-piece_sale,,//aliexpress.ru/store/5247118,Hansa-Online Store,5247118,Посудомоечная машина Hansa ZWM427EIH,2 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/10000119631417.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-30&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,23 990 руб.,//ae01.alicdn.com/kf/U10228c11d0a247508c91c276e88941b0c/Dishwasher-Hansa-ZWM427EIH-dishwasher-household-appliances-for-kitchen-home-appliances-kitchen-appliances.jpg_220x220xz.jpg,5.0,ordinary_product
1,4000086243510,single-piece_sale,,//aliexpress.ru/store/1893098,Alifood Store,1893098,800 Вт отдельно стоящая столешница интеллектуальная стерилизация электрическая посудомоечная машина Автоматическая Посудомоечная машина,1 продано,piece,,"//aliexpress.ru/item/4000086243510.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-31&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"13 161,62 руб.",//ae01.alicdn.com/kf/Hd09365fb05a3491888633e48ef49cad7R/800W-Free-Standing-Countertop-Intelligent-sterilization-Electric-Dish-washer-Automatic-Dishwasher-Machine.jpg_220x220xz.jpg,,ordinary_product
1,4001015251986,single-piece_sale,49,//aliexpress.ru/store/5649007,Appliances Overseas Store,5649007,USB Ультразвуковой Очиститель многофункциональная Бытовая мини посудомоечная машина для мытья посуды,10 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/4001015251986.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-32&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,"1 349,66 руб.",//ae01.alicdn.com/kf/Hbd343945dc4644d8bb969a4e769e90b4L/USB-Ultrasonic-Cleaner-Multifunctional-Household-Mini-Dishwasher-Dish-Washing-Machine.jpg_220x220xz.jpg,5.0,ordinary_product
1,10000289968542,single-piece_sale,,//aliexpress.ru/store/5247118,Hansa-Online Store,5247118,Встраиваемая посудомоечная машина Hansa ZIV413H,1 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/10000289968542.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-33&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,18 990 руб.,//ae01.alicdn.com/kf/U6d14e64c16524d6c8b68a100301f5021Q/Embedded-dishwasher-Hansa-ziv413h-home-appliances-dishwasher.jpg_220x220xz.jpg,5.0,ordinary_product
1,10000019555439,single-piece_sale,,//aliexpress.ru/store/5377074,HOLODILNIK RU Store,5377074,Посудомоечная машина Bosch SMS 24 AW 01 R,1 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/10000019555439.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-34&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,27 699 руб.,//ae01.alicdn.com/kf/H9be7a36a4f4b47e38ad6a87b98a61364u/Dishwasher-Bosch-SMS-24-AW-01-R.jpeg_220x220xz.jpeg,,ordinary_product
1,10000032984894,single-piece_sale,,//aliexpress.ru/store/5377074,HOLODILNIK RU Store,5377074,Посудомоечная машина Bosch SPS25DW04R,4 продано,piece,Бесплатная доставка,"//aliexpress.ru/item/10000032984894.html?algo_pvid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276&algo_expid=8cfb6ffa-eb15-4abe-9849-cc077b0c7276-35&btsid=0b86d81916002711739413458e5451&ws_ab_test=searchweb0_0,searchweb201602_,searchweb201603_",202000082,29 990 руб.,//ae01.alicdn.com/kf/H88fa96ebfa594333a4695cbcef0488b8d/Bosch-sps25dw04r-dishwasher.jpeg_220x220xz.jpeg,,ordinary_product
